id,area_code,int_area_code,Count_of_area,Count_of_broadband_type,broadband_type,bb_type,outage_type,Count_of_transit_server_type,server_type,transit_type,log_report,count_of_log,Sum_of_logs,Count_of_log_report_type,sum_area_vol,Average_of_Volume_frm_area,StdDev_of_Volume_frm_area,Min_of_Volume_frm_area,Max_of_Volume_frm_area,Median_of_Volume_frm_area,Sum_of_volume,Average_of_volume,StdDev_of_volume,Min_of_volume,Max_of_volume,Median_of_volume,outage_duration
321,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,30,15,0,15,15,15,4,2,0,2,2,2,1
588,921,921,30,1,_8,only 8,1,2,_11_15,only 11&15,_203_82_201_80,2823,566,4,25,6,1,5,8,6,20,5,1,4,6,5,2
3000,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,15,8,4,5,10,8,9,5,2,3,6,5,1
4549,921,921,30,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,13,6,5,3,10,6,15,8,6,3,12,8,1
5295,921,921,30,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,18,9,9,3,15,9,14,7,7,2,12,7,1
5471,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,7,4,2,2,5,4,20,10,6,6,14,10,1
5632,921,921,30,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,4,4,0,4,4,4,7,7,0,7,7,7,0
5707,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,7,3,2,2,5,3,22,11,7,6,16,11,2
7373,921,921,30,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,17,8,9,2,15,8,18,9,10,2,16,9,1
9537,921,921,30,1,_8,only 8,2,1,_15,only 15,_82,3472,82,1,15,15,0,15,15,15,2,2,0,2,2,2,0
9666,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,23,11,5,8,15,11,6,3,1,2,4,3,1
11127,921,921,30,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,33,16,19,3,30,16,12,6,7,1,11,6,1
11534,921,921,30,1,_8,only 8,1,2,_11_15,only 11&15,_80_201_82,1336,363,3,64,21,15,4,30,30,10,3,4,1,8,1,1
12090,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,16,8,10,1,15,8,34,17,21,2,32,17,1
12311,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,33,17,19,3,30,17,11,6,6,1,10,6,1
12815,921,921,30,1,_8,only 8,2,1,_15,only 15,_203_82,2823,285,2,8,4,3,2,6,4,20,10,7,5,15,10,1
12864,921,921,30,1,_8,only 8,1,2,_11_15,only 11&15,_203_201_82_172_80_56,2823,794,6,61,10,6,3,15,13,29,5,4,2,10,3,2
12919,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,15,8,0,8,8,8,8,4,0,4,4,4,2
13451,921,921,30,1,_8,only 8,2,1,_15,only 15,_201_82_80_203,902,566,4,58,15,11,3,30,13,16,4,4,1,10,3,1
13547,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,8,4,2,3,5,4,18,9,4,6,12,9,2
13956,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_80,3472,162,2,31,15,21,1,30,15,35,18,23,1,34,18,0
14993,921,921,30,1,_8,only 8,2,1,_15,only 15,_82_203,3472,285,2,11,6,3,4,8,6,12,6,3,4,8,6,2
15753,921,921,30,1,_8,only 8,2,1,_15,only 15,_80_82,1336,162,2,38,19,16,8,30,19,5,3,2,1,4,3,0
2713,919,919,12,1,_8,only 8,1,1,_11,only 11,_171_55,459,226,2,2,1,0,1,1,1,25,13,5,9,16,13,0
6410,919,919,12,1,_8,only 8,1,1,_11,only 11,_55_171,564,226,2,12,6,0,6,6,6,4,2,0,2,2,2,0
6752,919,919,12,2,_8_2,with 8,2,2,_54_11,others,_171_55_360_362,459,948,4,34,9,4,4,12,9,7,2,1,1,3,2,0
8935,919,919,12,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,9,5,2,3,6,5,6,3,1,2,4,3,0
13254,919,919,12,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,6,3,0,3,3,3,8,4,0,4,4,4,1
14399,919,919,12,1,_8,only 8,1,1,_11,only 11,_171_55,459,226,2,24,12,0,12,12,12,2,1,0,1,1,1,0
15141,919,919,12,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,9,5,2,3,6,5,6,3,1,2,4,3,1
15214,919,919,12,1,_2,only 2,4,1,_54,others,_362_360,86,722,2,10,5,1,4,6,5,5,3,1,2,3,3,0
17196,919,919,12,1,_8,only 8,1,1,_11,only 11,_81_202_171_55,305,509,4,14,3,2,2,6,3,16,4,1,2,5,5,0
5417,918,918,4,1,_8,only 8,1,1,_11,only 11,_54_170,1573,224,2,5,3,2,1,4,3,5,3,2,1,4,3,1
6966,918,918,4,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,3,1,0,1,1,1,6,3,0,3,3,3,1
7794,918,918,4,1,_8,only 8,1,1,_11,only 11,_209_204_170_207_182_155,209,1127,6,14,2,1,1,4,2,15,3,2,1,6,2,1
4335,917,917,2,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,1,1,0,1,1,1,2,2,0,2,2,2,1
2197,916,916,1,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,2,1,0,1,1,1,2,1,0,1,1,1,0
1111,915,915,4,1,_8,only 8,1,1,_11,only 11,_170,1526,170,1,1,1,0,1,1,1,3,3,0,3,3,3,1
2134,915,915,4,1,_8,only 8,1,1,_11,only 11,_207_86,137,293,2,8,4,0,4,4,4,2,1,0,1,1,1,1
12532,915,915,4,1,_8,only 8,1,1,_11,only 11,_207_155,137,362,2,4,2,3,0,4,2,11,6,6,1,10,6,2
4308,914,914,8,1,_8,only 8,1,1,_11,only 11,_53,17,53,1,8,8,0,8,8,8,1,1,0,1,1,1,0
7578,914,914,8,1,_8,only 8,2,1,_11,only 11,_75,192,75,1,8,8,0,8,8,8,1,1,0,1,1,1,0
13945,914,914,8,3,_4_2_7,with 2,1,3,_23_20_14,others,_306_219_134,412,659,3,24,8,0,8,8,8,3,1,0,1,1,1,1
2409,912,912,3,1,_8,only 8,1,1,_11,only 11,_170_68,1526,238,2,6,3,0,3,3,3,2,1,0,1,1,1,1
16200,912,912,3,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,3,2,0,2,2,2,4,2,0,2,2,2,1
9178,911,911,1,1,_8,only 8,1,1,_11,only 11,_45_161,18,206,2,2,1,0,1,1,1,2,1,0,1,1,1,1
315,909,909,14,2,_4_8,with 8,2,2,_11_14,others,_40_54_170_155,12,419,4,42,11,4,7,14,11,6,2,1,1,2,2,1
732,909,909,14,2,_8_4,with 8,2,2,_11_14,others,_54,1573,54,1,7,7,0,7,7,7,2,2,0,2,2,2,0
6221,909,909,14,1,_8,only 8,1,1,_11,only 11,_170_68,1526,238,2,4,2,0,2,2,2,16,8,0,8,8,8,2
6616,909,909,14,2,_8_6,with 8,1,2,_11_13,others,_68_273,1093,341,2,14,7,0,7,7,7,4,2,0,2,2,2,1
11302,909,909,14,1,_8,only 8,1,1,_11,only 11,_170_54_68,1526,292,3,35,12,4,7,14,14,4,1,1,1,2,1,0
13526,909,909,14,2,_6_8,with 8,1,2,_13_11,others,_179_345_273_68,207,865,4,56,14,0,14,14,14,4,1,0,1,1,1,1
15310,909,909,14,2,_6_8,with 8,1,2,_13_11,others,_273_170_54,491,497,3,42,14,0,14,14,14,3,1,0,1,1,1,0
16497,909,909,14,3,_8_4_6,with 8,1,3,_14_11_13,others,_68_170_179_273,1093,690,4,20,5,2,2,7,5,14,4,2,2,6,3,2
17493,909,909,14,2,_8_6,with 8,1,2,_13_11,others,_179_68_345_273,207,865,4,42,11,4,7,14,11,6,2,1,1,2,2,0
2567,906,906,10,1,_8,only 8,1,1,_11,only 11,_202_81,277,283,2,3,1,0,1,2,1,15,8,2,6,9,8,2
4816,906,906,10,2,_2_8,with 8,1,2,_11_20,others,_202_81_219_134,277,636,4,28,7,4,3,10,8,8,2,1,1,4,2,1
5720,906,906,10,1,_2,only 2,4,1,_54,others,_362,86,362,1,10,10,0,10,10,10,1,1,0,1,1,1,0
7997,906,906,10,1,_8,only 8,1,1,_11,only 11,_82_203,3472,285,2,20,10,0,10,10,10,2,1,0,1,1,1,1
9306,906,906,10,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,8,4,2,3,5,4,6,3,1,2,4,3,1
9894,906,906,10,1,_8,only 8,2,1,_11,only 11,_81_202,305,283,2,5,3,0,3,3,3,8,4,0,4,4,4,2
9966,906,906,10,1,_8,only 8,2,1,_11,only 11,_81_202,305,283,2,10,5,0,5,5,5,4,2,0,2,2,2,0
11624,906,906,10,1,_8,only 8,1,1,_11,only 11,_81_202,305,283,2,10,5,0,5,5,5,4,2,0,2,2,2,0
16369,905,905,2,1,_2,only 2,1,1,_20,only 20,_134,1419,134,1,2,2,0,2,2,2,1,1,0,1,1,1,0
18130,905,905,2,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,0,0,0,0,0,0,32,16,0,16,16,16,0
11593,904,904,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,1,1,0,1,1,1,4,2,0,2,2,2,0
415,903,903,6,1,_8,only 8,1,1,_11,only 11,_170_54_204_83,1526,511,4,7,2,2,0,3,2,42,11,10,2,19,11,1
8735,903,903,6,1,_8,only 8,1,1,_11,only 11,_54_170,1573,224,2,6,3,0,3,3,3,4,2,0,2,2,2,0
9148,903,903,6,1,_8,only 8,2,1,_11,only 11,_68,1093,68,1,6,6,0,6,6,6,1,1,0,1,1,1,0
17807,903,903,6,1,_8,only 8,1,1,_11,only 11,_170_54_68,1526,292,3,11,4,2,2,6,3,6,2,1,1,3,2,1
313,902,902,13,1,_8,only 8,1,1,_11,only 11,_170_54,1526,224,2,17,9,6,4,13,9,4,2,1,1,3,2,0
1262,902,902,13,2,_8_6,with 8,1,2,_11_13,others,_273_170_54,491,497,3,39,13,0,13,13,13,3,1,0,1,1,1,1
5098,902,902,13,2,_8_7,with 8,2,2,_23_11,others,_306_75,412,381,2,20,10,5,7,13,10,3,2,1,1,2,2,0
9034,902,902,13,1,_7,others,4,1,_23,others,_306,412,306,1,13,13,0,13,13,13,1,1,0,1,1,1,0
10715,902,902,13,1,_8,only 8,1,1,_11,only 11,_53_169,17,222,2,17,9,6,4,13,9,4,2,1,1,3,2,1
11023,902,902,13,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,26,13,0,13,13,13,2,1,0,1,1,1,0
16703,902,902,13,2,_8_7,with 8,2,2,_22_11,others,_305_75,101,380,2,20,10,5,7,13,10,3,2,1,1,2,2,0
18442,902,902,13,1,_7,others,4,1,_23,others,_306_223,412,529,2,26,13,0,13,13,13,2,1,0,1,1,1,1
2546,901,901,1,1,_2,only 2,1,1,_21,others,_135,126,135,1,1,1,0,1,1,1,1,1,0,1,1,1,0
480,899,899,27,1,_2,only 2,2,1,_42,others,_283,420,283,1,27,27,0,27,27,27,1,1,0,1,1,1,0
1653,899,899,27,1,_2,only 2,1,4,_43_42_44_45,others,_291_378_368_376_293_375_283,401,2364,7,42,6,3,3,14,5,37,5,2,2,8,5,0
3210,899,899,27,1,_2,only 2,1,2,_44_42,only 44&42,_368_376_283_291,462,1318,4,108,27,0,27,27,27,4,1,0,1,1,1,0
4333,899,899,27,1,_2,only 2,1,2,_42_44,others,_283_291_368_376,420,1318,4,14,3,0,3,3,3,32,8,0,8,8,8,0
4614,899,899,27,1,_2,only 2,1,3,_44_42_43,others,_376_375_283_291_368,460,1693,5,68,14,0,14,14,14,10,2,0,2,2,2,0
5113,899,899,27,1,_2,only 2,1,4,_45_42_44_43,others,_376_291_375_283_368_293,460,1986,6,83,14,11,3,27,11,25,4,4,1,10,3,0
6742,899,899,27,1,_2,only 2,2,2,_50_42,others,_374_283,129,657,2,54,27,0,27,27,27,2,1,0,1,1,1,0
8046,899,899,27,1,_2,only 2,1,5,_44_42_50_43_45,others,_378_283_368_375_376_293_291_374,46,2738,8,216,27,0,27,27,27,8,1,0,1,1,1,1
9195,899,899,27,1,_2,only 2,1,2,_42_50,others,_283_289,420,572,2,54,27,0,27,27,27,2,1,0,1,1,1,1
10331,899,899,27,1,_2,only 2,1,3,_44_43_42,others,_368_291_375_283_290_376,462,1983,6,52,9,9,5,27,5,28,5,2,1,6,5,2
11042,899,899,27,1,_2,only 2,1,3,_44_42_43,others,_375_283_368_291_376,295,1693,5,108,22,7,14,27,27,7,1,1,1,2,1,0
11205,899,899,27,1,_2,only 2,2,3,_42_44_43,others,_368_283_375_290_376,462,1692,5,77,15,11,7,27,9,13,3,2,1,4,3,1
12068,899,899,27,1,_2,only 2,1,1,_50,others,_374_289,129,663,2,54,27,0,27,27,27,2,1,0,1,1,1,0
12407,899,899,27,1,_2,only 2,1,4,_42_44_43_45,others,_376_375_283_291_368_378,460,2071,6,90,15,10,7,27,11,15,3,1,1,4,3,1
12801,899,899,27,1,_2,only 2,1,3,_42_43_44,others,_283_376_290_368_291_375,420,1983,6,135,23,7,14,27,27,8,1,1,1,2,1,0
13164,899,899,27,1,_2,only 2,1,4,_44_43_50_42,others,_374_283_375_291_376_368,129,2067,6,88,15,7,7,27,14,13,2,1,1,4,2,0
14516,899,899,27,1,_2,only 2,1,3,_42_44_43,others,_368_291_283_375_376,462,1693,5,135,27,0,27,27,27,5,1,0,1,1,1,1
14972,899,899,27,1,_2,only 2,4,1,_42,others,_368,462,368,1,27,27,0,27,27,27,1,1,0,1,1,1,0
15593,899,899,27,1,_2,only 2,1,3,_42_43_44,others,_376_375_368_283_291,460,1693,5,90,18,8,9,27,14,9,2,1,1,3,2,1
15998,899,899,27,1,_2,only 2,1,4,_50_44_42_43,others,_375_376_283_291_290_368_374,295,2357,7,90,13,7,7,27,14,18,3,1,1,4,2,0
17172,899,899,27,1,_2,only 2,1,4,_44_50_43_42,others,_283_368_291_376_374_375,420,2067,6,135,23,7,14,27,27,8,1,1,1,2,1,1
4119,898,898,3,1,_2,only 2,1,1,_47,others,_285,60,285,1,0,0,0,0,0,0,188,188,0,188,188,188,0
8783,898,898,3,1,_2,only 2,1,1,_47,others,_285,60,285,1,0,0,0,0,0,0,176,176,0,176,176,176,0
17876,898,898,3,1,_2,only 2,1,6,_44_50_47_43_42_35,others,_290_374_376_289_378_370_368_285,191,2730,8,19,2,1,0,3,3,24,3,4,1,9,1,1
787,897,897,11,1,_2,only 2,1,4,_43_44_42_50,others,_283_376_289_291_368_290,420,1897,6,66,11,0,11,11,11,6,1,0,1,1,1,2
2099,897,897,11,1,_2,only 2,4,4,_44_43_42_50,others,_376_368_374_375,460,1493,4,37,9,4,4,11,11,6,2,1,1,3,1,0
2565,897,897,11,1,_2,only 2,1,2,_42_44,others,_291_283,401,574,2,22,11,0,11,11,11,2,1,0,1,1,1,1
8201,897,897,11,1,_2,only 2,4,1,_50,others,_374,129,374,1,6,6,0,6,6,6,2,2,0,2,2,2,0
8590,897,897,11,1,_2,only 2,1,9,_44_45_47_50_43_35_20_34_53,others,_290_283_374_134_370_289_376_291_368_378_375_219_285_367_288,191,4687,15,98,7,5,1,11,6,66,4,5,1,14,2,2
11193,897,897,11,1,_2,only 2,1,4,_44_50_43_42,others,_283_291_375_368_374_376,420,2067,6,61,10,2,6,11,11,7,1,0,1,2,1,1
1103,896,896,11,1,_2,only 2,2,3,_43_42_44,others,_290_375_368_376,191,1409,4,33,8,3,6,11,8,6,2,1,1,2,2,0
6675,896,896,11,1,_2,only 2,2,3,_43_42_44,others,_376_368_290,460,1034,3,17,6,0,6,6,6,6,2,0,2,2,2,0
9146,896,896,11,1,_2,only 2,1,4,_43_42_44_45,others,_378_291_290_368_376_283_375_293,46,2654,8,39,5,4,2,11,2,29,4,2,1,5,5,0
13331,896,896,11,1,_2,only 2,1,3,_43_42_44,others,_376_375_283_368_291,460,1693,5,55,11,0,11,11,11,5,1,0,1,1,1,0
14618,896,896,11,1,_2,only 2,1,3,_43_44_42,others,_376_368_283_291_375,460,1693,5,19,4,2,2,6,4,17,3,2,2,5,3,0
14979,896,896,11,1,_2,only 2,1,1,_50,others,_374_289,129,663,2,22,11,0,11,11,11,2,1,0,1,1,1,0
16007,896,896,11,1,_2,only 2,4,1,_50,others,_374,129,374,1,11,11,0,11,11,11,1,1,0,1,1,1,0
16311,896,896,11,1,_2,only 2,1,2,_47_20,others,_370_134_285,44,789,3,28,9,3,6,11,11,4,1,1,1,2,1,1
306,895,895,26,1,_2,only 2,1,3,_44_43_42,others,_291_283_290_375_368_376,401,1983,6,22,4,3,1,7,3,74,12,9,4,21,12,1
345,895,895,26,1,_2,only 2,1,3,_43_44_42,others,_283_291_375_368_376_290,420,1983,6,45,8,9,3,26,4,36,6,3,1,9,7,1
657,895,895,26,1,_2,only 2,1,3,_42_44_43,others,_283_291_376_290_368_375,420,1983,6,10,2,1,1,3,1,122,20,10,10,31,20,1
716,895,895,26,1,_2,only 2,1,3,_44_43_42,others,_375_291_368_376_283,295,1693,5,33,7,0,7,7,7,20,4,0,4,4,4,2
843,895,895,26,1,_2,only 2,1,4,_42_45_43_44,others,_291_376_375_368_293_378_283,401,2364,7,89,13,9,7,26,9,20,3,1,1,4,3,2
3396,895,895,26,1,_2,only 2,1,4,_43_42_45_44,others,_293_375_283_291_376_368,34,1986,6,96,16,11,5,26,16,16,3,2,1,5,3,1
4202,895,895,26,1,_2,only 2,2,4,_44_43_50_42,others,_376_375_374_368_290,460,1783,5,69,14,11,5,26,7,16,3,2,1,5,4,1
6668,895,895,26,1,_2,only 2,1,3,_42_44_43,others,_283_376_290_291_375_368,420,1983,6,50,8,9,4,26,5,29,5,2,1,7,6,1
10351,895,895,26,1,_2,only 2,1,3,_42_44_43,others,_375_283_291_368_376_290,295,1983,6,5,1,1,0,3,1,262,44,17,10,54,50,2
10432,895,895,26,1,_2,only 2,1,3,_42_43_44,others,_283_291_368_376_375,420,1693,5,42,8,4,5,13,5,19,4,2,2,5,5,1
10897,895,895,26,1,_2,only 2,1,3,_43_44_42,others,_376_283_291_375_368,460,1693,5,31,6,2,5,9,5,22,4,1,3,5,5,2
11188,895,895,26,1,_2,only 2,1,4,_45_42_44_43,others,_283_293_291_376_368_375_378_290,420,2654,8,60,7,11,1,26,2,191,24,22,1,52,17,2
11820,895,895,26,1,_2,only 2,1,3,_43_42_44,others,_290_283_291_368_375_376,191,1983,6,16,3,2,2,7,2,74,12,5,4,17,13,1
12770,895,895,26,1,_2,only 2,1,3,_42_43_44,others,_290_283_375_368_376_291,191,1983,6,72,12,12,2,26,8,38,6,6,1,12,6,1
13204,895,895,26,1,_2,only 2,1,4,_43_44_42_45,others,_283_291_376_375_378_368_290_293,420,2654,8,75,9,10,3,26,4,48,6,4,1,10,7,2
13621,895,895,26,1,_2,only 2,4,1,_50,others,_374,129,374,1,13,13,0,13,13,13,2,2,0,2,2,2,0
15418,895,895,26,1,_2,only 2,1,3,_44_42_43,others,_375_291_283_376_368_290,295,1983,6,29,5,2,3,9,4,36,6,2,3,8,7,1
15946,895,895,26,1,_2,only 2,1,3,_42_44_43,others,_291_376_375_283_290_368,401,1983,6,23,4,3,2,9,3,57,10,5,3,15,9,2
17118,895,895,26,1,_2,only 2,1,2,_42_44,others,_283_291,420,574,2,52,26,0,26,26,26,2,1,0,1,1,1,1
17301,895,895,26,1,_2,only 2,1,3,_42_43_44,others,_376_291_375_368_283,460,1693,5,37,7,1,7,9,7,18,4,1,3,4,4,1
17365,895,895,26,1,_2,only 2,1,4,_50_44_42_43,others,_283_375_368_291_376_374,420,2067,6,41,7,10,1,26,3,64,11,8,1,19,11,2
357,894,894,26,1,_2,only 2,1,3,_44_42_43,others,_375_368_291_290_376_283,295,1983,6,15,2,2,1,7,2,86,14,6,4,21,15,0
1814,894,894,26,1,_2,only 2,1,3,_43_44_42,others,_368_376_283_375_291_290,462,1983,6,57,10,9,4,26,5,26,4,2,1,6,6,0
2450,894,894,26,1,_2,only 2,1,3,_44_43_42,others,_368_283_375_376_290_291,462,1983,6,35,6,4,3,13,4,34,6,2,2,8,6,0
6729,894,894,26,1,_2,only 2,1,3,_42_44_43,others,_291_376_375_290_283_368,401,1983,6,48,8,9,3,26,4,33,6,3,1,8,6,0
8385,894,894,26,1,_2,only 2,2,3,_44_42_43,others,_376_290_368,460,1034,3,78,26,0,26,26,26,3,1,0,1,1,1,1
9601,894,894,26,1,_2,only 2,1,3,_43_42_44,others,_376_368_375_291_283,460,1693,5,19,4,1,3,4,4,35,7,1,6,9,7,0
11078,894,894,26,1,_2,only 2,1,3,_42_44_43,others,_290_291_283_368_375_376,191,1983,6,14,2,1,1,5,2,82,14,5,5,18,14,0
11171,894,894,26,1,_2,only 2,1,3,_42_43_44,others,_375_290_291_376_283_368,295,1983,6,46,8,5,3,13,7,28,5,3,2,8,4,0
11499,894,894,26,1,_2,only 2,1,3,_42_43_44,others,_283_368_291_375_376_290,420,1983,6,65,11,8,5,26,8,20,3,2,1,5,4,0
11709,894,894,26,1,_2,only 2,1,3,_42_43_44,others,_376_375_291_290_368_120_125_124_283,460,2352,9,18,2,2,0,5,1,427,47,46,5,109,33,0
12170,894,894,26,1,_8,only 8,1,1,_11,only 11,_166_50,10,216,2,52,26,0,26,26,26,2,1,0,1,1,1,1
12452,894,894,26,1,_2,only 2,2,1,_42,others,_283,420,283,1,13,13,0,13,13,13,2,2,0,2,2,2,0
12936,894,894,26,1,_2,only 2,1,3,_42_44_43,others,_290_375_368_291_283_376,191,1983,6,6,1,1,1,2,1,183,31,11,12,43,30,1
13762,894,894,26,1,_2,only 2,1,3,_42_43_44,others,_291_376_283_368_375_290,401,1983,6,8,1,1,1,4,1,179,30,15,7,45,31,0
13889,894,894,26,1,_2,only 2,1,3,_44_43_42,others,_283_290_376_368_291_375,420,1983,6,18,3,2,1,7,2,69,12,5,4,18,12,0
14431,894,894,26,1,_2,only 2,1,3,_44_42_43,others,_291_283_376_368_375,401,1693,5,55,11,10,2,26,13,35,7,7,1,15,2,1
14942,894,894,26,1,_2,only 2,1,4,_42_45_44_43,others,_375_378_293_290_368_376_291_283,295,2654,8,10,1,1,1,4,1,263,33,15,6,45,40,0
15652,894,894,26,1,_2,only 2,1,4,_44_45_43_42,others,_378_291_376_375_293_290_368_283,46,2654,8,26,3,4,1,13,1,172,22,14,2,34,30,0
15804,894,894,26,1,_2,only 2,1,3,_43_44_42,others,_283_291_376_375_368,420,1693,5,72,14,11,7,26,7,14,3,2,1,4,4,0
16049,894,894,26,1,_2,only 2,1,3,_43_44_42,others,_290_283_375_368_291_376,191,1983,6,44,7,3,4,13,7,25,4,2,2,6,4,0
17774,894,894,26,1,_2,only 2,1,3,_44_42_43,others,_291_376_368_283_375,401,1693,5,27,5,1,4,7,5,25,5,1,4,6,5,0
17960,894,894,26,1,_2,only 2,1,3,_42_44_43,others,_368_376_283_290_291_375,462,1983,6,13,2,2,1,7,1,98,16,6,4,21,18,2
769,893,893,20,1,_2,only 2,1,3,_42_44_43,others,_375_291_283_368_290_376,295,1983,6,15,2,2,2,7,2,64,11,4,3,13,12,0
3401,893,893,20,1,_2,only 2,1,4,_45_43_44_42,others,_368_375_124_293_125_291_378_120_290_283_376,462,3023,11,58,5,8,0,20,1,193,18,14,1,42,16,1
6083,893,893,20,1,_2,only 2,1,3,_43_42_44,others,_291_283_368_376_290_375,401,1983,6,5,1,1,1,2,1,189,32,12,9,40,34,0
6522,893,893,20,1,_2,only 2,1,3,_42_44_43,others,_368_376_291_375_283,462,1693,5,25,5,3,3,10,3,27,5,3,2,8,7,1
7781,893,893,20,1,_2,only 2,1,3,_43_42_44,others,_290_283_291_376_368_375,191,1983,6,57,9,5,7,20,7,15,3,1,1,3,3,2
8956,893,893,20,1,_2,only 2,1,8,_48_47_42_43_50_11_44_34,others,_122_374_371_290_289_288_283_285_376_123_375_370_291_368_378,8,4583,15,69,5,7,0,20,3,487,32,38,1,99,7,0
10268,893,893,20,1,_2,only 2,1,3,_44_43_42,others,_290_368_291_375_283_376,191,1983,6,18,3,3,2,10,2,62,10,4,2,13,12,0
10809,893,893,20,1,_2,only 2,1,3,_43_42_44,others,_375_291_368_283_376,295,1693,5,100,20,0,20,20,20,5,1,0,1,1,1,0
11374,893,893,20,1,_2,only 2,1,4,_44_50_43_42,others,_283_376_291_290_368_374_375,420,2357,7,34,5,7,1,20,2,63,9,5,1,15,10,0
11442,893,893,20,1,_2,only 2,1,3,_43_42_44,others,_283_290_291_375_368_376,420,1983,6,9,1,1,1,3,1,104,17,7,6,25,17,0
13640,893,893,20,1,_2,only 2,1,3,_43_44_42,others,_291_376_375_283_290_368,401,1983,6,6,1,1,1,3,1,149,25,11,8,36,25,1
13807,893,893,20,1,_2,only 2,1,3,_43_42_44,others,_376_368_291_290_120_375_125_283,460,2228,8,21,3,3,1,7,1,139,17,12,3,32,17,0
14846,893,893,20,1,_2,only 2,1,3,_43_42_44,others,_368_375_283_291_376,462,1693,5,21,4,2,3,7,3,30,6,3,3,8,8,0
15436,893,893,20,1,_2,only 2,1,3,_42_43_44,others,_368_376_283_291_290_375,462,1983,6,22,4,1,2,5,4,38,6,3,4,10,5,0
15479,893,893,20,1,_2,only 2,1,3,_42_43_44,others,_290_368_291_375_376_283,191,1983,6,58,10,5,5,20,8,15,3,1,1,4,3,0
15821,893,893,20,1,_2,only 2,1,3,_43_42_44,others,_291_290_283_368_375_376,401,1983,6,6,1,1,1,3,1,159,27,10,7,35,29,1
16131,893,893,20,1,_2,only 2,1,3,_42_43_44,others,_368_375_290_283_376_291,462,1983,6,51,8,6,3,20,7,22,4,2,1,6,4,0
134,892,892,25,1,_2,only 2,1,3,_42_43_44,others,_291_376_283_375_368,401,1693,5,24,5,1,3,6,4,28,6,2,4,8,6,2
240,892,892,25,1,_2,only 2,2,3,_42_44_43,others,_375_283_376_368_290,295,1692,5,79,16,9,8,25,13,10,2,1,1,3,2,1
499,892,892,25,1,_2,only 2,1,3,_44_42_43,others,_376_291_368_283_375_290,460,1983,6,26,4,4,3,13,3,50,8,3,2,10,10,2
967,892,892,25,1,_2,only 2,1,3,_42_43_44,others,_291_375_290_283_368_376,401,1983,6,50,8,8,4,25,5,27,5,2,1,6,5,2
1904,892,892,25,1,_2,only 2,2,1,_51,others,_377_292,4,669,2,8,4,6,0,8,4,214,107,147,3,211,107,0
2571,892,892,25,1,_2,only 2,1,4,_44_45_42_43,others,_378_368_283_293_290_291_376_375,46,2654,8,16,2,3,1,8,1,175,22,10,3,37,23,0
4858,892,892,25,1,_2,only 2,1,4,_42_43_50_44,others,_368_289_291_376_283_375,462,1982,6,63,10,7,6,25,8,18,3,1,1,4,3,2
6470,892,892,25,1,_2,only 2,2,3,_44_42_43,others,_375_283_368_376,295,1402,4,50,13,8,8,25,8,10,3,1,1,3,3,0
7547,892,892,25,1,_2,only 2,1,3,_44_42_43,others,_375_283_376_368_291_290,295,1983,6,50,8,8,4,25,5,27,5,2,1,6,5,0
8215,892,892,25,1,_2,only 2,2,1,_51,others,_292_377,4,669,2,5,3,3,0,5,3,111,56,71,5,106,56,0
8693,892,892,25,1,_2,only 2,1,2,_21_51,others,_135_292_377_220,126,1024,4,59,15,12,0,25,17,100,25,47,1,95,2,0
9420,892,892,25,1,_2,only 2,2,3,_44_43_42,others,_376_375_283_368,460,1402,4,100,25,0,25,25,25,4,1,0,1,1,1,0
10191,892,892,25,1,_2,only 2,1,3,_42_44_43,others,_291_368_283_376_375,401,1693,5,40,8,3,6,13,6,17,3,1,2,4,4,1
